MSOA,Attribute,Value,%,,MSOA,Attribute,Value,,
E02001999,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,75.00%,,E02001999,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02006805,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,65.22%,,E02006805,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E08000026,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,76.99%,,,,,,
E02001958,% think the Council acts on the concerns of local residents a great deal,,2.63%,,E02006805,% say they drink 2-3 units of alcohol on 5 or more days per week,FALSEFALSE,,
E02001959,% think the Council acts on the concerns of local residents a great deal,,6.25%,,E02001958,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001961,% think the Council acts on the concerns of local residents a great deal,,11.70%,,E02001959,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001962,% think the Council acts on the concerns of local residents a great deal,,5.88%,,E02001961,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001963,% think the Council acts on the concerns of local residents a great deal,,3.03%,,E02001962,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001964,% think the Council acts on the concerns of local residents a great deal,,5.88%,,E02001963,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001965,% think the Council acts on the concerns of local residents a great deal,,1.54%,,E02001964,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001966,% think the Council acts on the concerns of local residents a great deal,,3.23%,,E02001965,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001967,% think the Council acts on the concerns of local residents a great deal,,2.82%,,E02001966,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001968,% think the Council acts on the concerns of local residents a great deal,,0.00%,,E02001967,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001969,% think the Council acts on the concerns of local residents a great deal,,7.41%,,E02001968,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001970,% think the Council acts on the concerns of local residents a great deal,,4.26%,,E02001969,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001971,% think the Council acts on the concerns of local residents a great deal,,0.00%,,E02001970,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001972,% think the Council acts on the concerns of local residents a great deal,,1.14%,,E02001971,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001973,% think the Council acts on the concerns of local residents a great deal,,5.15%,,E02001972,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001974,% think the Council acts on the concerns of local residents a great deal,,1.96%,,E02001973,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001975,% think the Council acts on the concerns of local residents a great deal,,1.45%,,E02001974,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001976,% think the Council acts on the concerns of local residents a great deal,,12.50%,,E02001975,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001977,% think the Council acts on the concerns of local residents a great deal,,5.00%,,E02001976,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001978,% think the Council acts on the concerns of local residents a great deal,,11.11%,,E02001977,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001979,% think the Council acts on the concerns of local residents a great deal,,3.75%,,E02001978,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001980,% think the Council acts on the concerns of local residents a great deal,,1.49%,,E02001979,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001981,% think the Council acts on the concerns of local residents a great deal,,3.75%,,E02001980,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001982,% think the Council acts on the concerns of local residents a great deal,,2.80%,,E02001981,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001983,% think the Council acts on the concerns of local residents a great deal,,10.10%,,E02001982,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001984,% think the Council acts on the concerns of local residents a great deal,,6.67%,,E02001983,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001985,% think the Council acts on the concerns of local residents a great deal,,1.30%,,E02001984,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001986,% think the Council acts on the concerns of local residents a great deal,,6.67%,,E02001985,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001987,% think the Council acts on the concerns of local residents a great deal,,4.05%,,E02001986,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001988,% think the Council acts on the concerns of local residents a great deal,,21.57%,,E02001987,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001989,% think the Council acts on the concerns of local residents a great deal,,2.41%,,E02001988,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001990,% think the Council acts on the concerns of local residents a great deal,,2.90%,,E02001989,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001991,% think the Council acts on the concerns of local residents a great deal,,1.79%,,E02001990,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001992,% think the Council acts on the concerns of local residents a great deal,,6.25%,,E02001991,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001993,% think the Council acts on the concerns of local residents a great deal,,1.23%,,E02001992,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001994,% think the Council acts on the concerns of local residents a great deal,,5.63%,,E02001993,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001995,% think the Council acts on the concerns of local residents a great deal,,14.02%,,E02001994,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001996,% think the Council acts on the concerns of local residents a great deal,,13.64%,,E02001995,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001997,% think the Council acts on the concerns of local residents a great deal,,2.78%,,E02001996,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001998,% think the Council acts on the concerns of local residents a great deal,,1.82%,,E02001997,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02001999,% think the Council acts on the concerns of local residents a great deal,,0.00%,,E02001998,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E02006805,% think the Council acts on the concerns of local residents a great deal,,2.86%,,E02001999,% think the Council acts on the concerns of local residents a great deal,FALSETRUE,,
E08000026,% think the Council acts on the concerns of local residents a great deal,,5.01%,,,,,,
E02001958,% think the Council keeps residents well informed,,47.37%,,E02006805,% say they drink 2-3 units of alcohol on 5 or more days per week,FALSEFALSE,,
E02001959,% think the Council keeps residents well informed,,39.62%,,E02001958,% think the Council keeps residents well informed,FALSETRUE,,
E02001961,% think the Council keeps residents well informed,,43.40%,,E02001959,% think the Council keeps residents well informed,FALSETRUE,,
E02001962,% think the Council keeps residents well informed,,50.00%,,E02001961,% think the Council keeps residents well informed,FALSETRUE,,
E02001963,% think the Council keeps residents well informed,,33.75%,,E02001962,% think the Council keeps residents well informed,FALSETRUE,,
E02001964,% think the Council keeps residents well informed,,42.86%,,E02001963,% think the Council keeps residents well informed,FALSETRUE,,
E02001965,% think the Council keeps residents well informed,,64.47%,,E02001964,% think the Council keeps residents well informed,FALSETRUE,,
