MSOA,Attribute,Value,%,DupValues+.01
E02001958,AFD-Coventry_No of venues visited_Average,1.121678322,112.17%,1.1217
E02001995,AFD-Coventry_No of venues visited_Average,1.124731183,112.47%,1.1247
E02001963,AFD-Coventry_No of venues visited_Average,1.132934132,113.29%,1.1329
E02001986,AFD-Coventry_No of venues visited_Average,1.133918771,113.39%,1.1339
E02001975,AFD-Coventry_No of venues visited_Average,1.135044643,113.50%,1.135
E02001976,AFD-Coventry_No of venues visited_Average,1.136868064,113.69%,1.1369
E02001978,AFD-Coventry_No of venues visited_Average,1.150141643,115.01%,1.1501
E02001989,AFD-Coventry_No of venues visited_Average,1.152806653,115.28%,1.1528
E02001993,AFD-Coventry_No of venues visited_Average,1.154607768,115.46%,1.1546
E02001990,AFD-Coventry_No of venues visited_Average,1.160520607,116.05%,1.1605
E02001999,AFD-Coventry_No of venues visited_Average,1.165907612,116.59%,1.1659
E02001984,AFD-Coventry_No of venues visited_Average,1.171541502,117.15%,1.1715
E02001971,AFD-Coventry_No of venues visited_Average,1.175110132,117.51%,1.1751
E02001979,AFD-Coventry_No of venues visited_Average,1.183220829,118.32%,1.1832
E02001974,AFD-Coventry_No of venues visited_Average,1.184082625,118.41%,1.1841
E02001994,AFD-Coventry_No of venues visited_Average,1.184233076,118.42%,1.1842
E02001983,AFD-Coventry_No of venues visited_Average,1.191317145,119.13%,1.1913
E02001982,AFD-Coventry_No of venues visited_Average,1.192280702,119.23%,1.1923
E02001967,AFD-Coventry_No of venues visited_Average,1.201713396,120.17%,1.2017
E02001980,AFD-Coventry_No of venues visited_Average,1.209150327,120.92%,1.2092
E02001998,AFD-Coventry_No of venues visited_Average,1.240223464,124.02%,1.2402
E02001997,AFD-Coventry_No of venues visited_Average,1.26047486,126.05%,1.2605
E02001991,AFD-Coventry_No of venues visited_Average,1.270465853,127.05%,1.2705
E02001966,AFD-Coventry_Number of Bookers,182,0.47%,0.0047
E02001972,AFD-Coventry_Number of Bookers,292,0.75%,0.0075
E02001981,AFD-Coventry_Number of Bookers,342,0.88%,0.0088
E02001962,AFD-Coventry_Number of Bookers,370,0.95%,0.0095
E02001985,AFD-Coventry_Number of Bookers,416,1.07%,0.0107
E02001996,AFD-Coventry_Number of Bookers,483,1.25%,0.0125
E02001964,AFD-Coventry_Number of Bookers,517,1.33%,0.0133
E02001961,AFD-Coventry_Number of Bookers,581,1.50%,0.015
E02001970,AFD-Coventry_Number of Bookers,588,1.52%,0.0152
E02001973,AFD-Coventry_Number of Bookers,624,1.61%,0.0161
E02001968,AFD-Coventry_Number of Bookers,635,1.64%,0.0164
E02006805,AFD-Coventry_Number of Bookers,663,1.71%,0.0171
E02001969,AFD-Coventry_Number of Bookers,685,1.77%,0.0177
E02001978,AFD-Coventry_Number of Bookers,706,1.82%,0.0182
E02001958,AFD-Coventry_Number of Bookers,715,1.85%,0.0185
E02001959,AFD-Coventry_Number of Bookers,735,1.90%,0.019
E02001977,AFD-Coventry_Number of Bookers,805,2.08%,0.0208
E02001976,AFD-Coventry_Number of Bookers,811,2.09%,0.0209
E02001963,AFD-Coventry_Number of Bookers,835,2.15%,0.0215
E02001988,AFD-Coventry_Number of Bookers,849,2.19%,0.0219
E02001992,AFD-Coventry_Number of Bookers,849,2.19%,0.0319
E02001975,AFD-Coventry_Number of Bookers,896,2.31%,0.0231
E02001971,AFD-Coventry_Number of Bookers,908,2.34%,0.0234
E02001986,AFD-Coventry_Number of Bookers,911,2.35%,0.0235
E02001965,AFD-Coventry_Number of Bookers,927,2.39%,0.0239
E02001995,AFD-Coventry_Number of Bookers,930,2.40%,0.024
E02001989,AFD-Coventry_Number of Bookers,962,2.48%,0.0248
E02001979,AFD-Coventry_Number of Bookers,1037,2.68%,0.0268
E02001980,AFD-Coventry_Number of Bookers,1071,2.76%,0.0276
E02001998,AFD-Coventry_Number of Bookers,1074,2.77%,0.0277
E02001994,AFD-Coventry_Number of Bookers,1167,3.01%,0.0301
E02001984,AFD-Coventry_Number of Bookers,1265,3.26%,0.0326
E02001967,AFD-Coventry_Number of Bookers,1284,3.31%,0.0331
E02001993,AFD-Coventry_Number of Bookers,1313,3.39%,0.0339
E02001987,AFD-Coventry_Number of Bookers,1330,3.43%,0.0343
E02001983,AFD-Coventry_Number of Bookers,1359,3.51%,0.0351
E02001990,AFD-Coventry_Number of Bookers,1383,3.57%,0.0357
E02001982,AFD-Coventry_Number of Bookers,1425,3.68%,0.0368
E02001997,AFD-Coventry_Number of Bookers,1432,3.70%,0.037
E02001999,AFD-Coventry_Number of Bookers,1537,3.97%,0.0397
E02001974,AFD-Coventry_Number of Bookers,1646,4.25%,0.0425
E02001991,AFD-Coventry_Number of Bookers,2211,5.71%,0.0571
E02001990,AFD-Coventry_Performances_Avg. performances booked for per customer,1.089660159,,1.089660159
E02001974,AFD-Coventry_Performances_Avg. performances booked for per customer,1.19744836,,1.19744836
E02001982,AFD-Coventry_Performances_Avg. performances booked for per customer,1.198596491,,1.198596491
E02001965,AFD-Coventry_Performances_Avg. performances booked for per customer,1.20819849,,1.20819849
E02001992,AFD-Coventry_Performances_Avg. performances booked for per customer,1.222614841,,1.222614841
E02001963,AFD-Coventry_Performances_Avg. performances booked for per customer,1.282634731,,1.282634731
E02001975,AFD-Coventry_Performances_Avg. performances booked for per customer,1.313616071,,1.313616071
E02001961,AFD-Coventry_Performances_Avg. performances booked for per customer,1.413080895,,1.413080895
E02001984,AFD-Coventry_Performances_Avg. performances booked for per customer,1.422924901,,1.422924901
E02001995,AFD-Coventry_Performances_Avg. performances booked for per customer,1.423655914,,1.423655914
E02001959,AFD-Coventry_Performances_Avg. performances booked for per customer,1.42585034,,1.42585034
E02001964,AFD-Coventry_Performances_Avg. performances booked for per customer,1.450676983,,1.450676983
E02001976,AFD-Coventry_Performances_Avg. performances booked for per customer,1.454993835,,1.454993835
E02001967,AFD-Coventry_Performances_Avg. performances booked for per customer,1.456386293,,1.456386293
E02001970,AFD-Coventry_Performances_Avg. performances booked for per customer,1.457482993,,1.457482993
E02001968,AFD-Coventry_Performances_Avg. performances booked for per customer,1.467716535,,1.467716535
E02001977,AFD-Coventry_Performances_Avg. performances booked for per customer,1.475776398,,1.475776398
E02006805,AFD-Coventry_Performances_Avg. performances booked for per customer,1.484162896,,1.484162896
E02001997,AFD-Coventry_Performances_Avg. performances booked for per customer,1.491620112,,1.491620112
E02001996,AFD-Coventry_Performances_Avg. performances booked for per customer,1.494824017,,1.494824017
E02001971,AFD-Coventry_Performances_Avg. performances booked for per customer,1.522026432,,1.522026432
E02001986,AFD-Coventry_Performances_Avg. performances booked for per customer,1.524698134,,1.524698134
E02001978,AFD-Coventry_Performances_Avg. performances booked for per customer,1.528328612,,1.528328612
E02001991,AFD-Coventry_Performances_Avg. performances booked for per customer,1.530529172,,1.530529172
E02001973,AFD-Coventry_Performances_Avg. performances booked for per customer,1.536858974,,1.536858974
E02001958,AFD-Coventry_Performances_Avg. performances booked for per customer,1.537062937,,1.537062937
E02001969,AFD-Coventry_Performances_Avg. performances booked for per customer,1.548905109,,1.548905109
E02001979,AFD-Coventry_Performances_Avg. performances booked for per customer,1.558341369,,1.558341369
E02001989,AFD-Coventry_Performances_Avg. performances booked for per customer,1.575883576,,1.575883576
E02001983,AFD-Coventry_Performances_Avg. performances booked for per customer,1.57615894,,1.57615894
E02001981,AFD-Coventry_Performances_Avg. performances booked for per customer,1.584795322,,1.584795322
E02001987,AFD-Coventry_Performances_Avg. performances booked for per customer,1.590977444,,1.590977444
E02001994,AFD-Coventry_Performances_Avg. performances booked for per customer,1.616966581,,1.616966581
E02001985,AFD-Coventry_Performances_Avg. performances booked for per customer,1.641826923,,1.641826923
E02001999,AFD-Coventry_Performances_Avg. performances booked for per customer,1.645413142,,1.645413142
E02001980,AFD-Coventry_Performances_Avg. performances booked for per customer,1.690943044,,1.690943044
E02001993,AFD-Coventry_Performances_Avg. performances booked for per customer,1.750190404,,1.750190404
E02001998,AFD-Coventry_Performances_Avg. performances booked for per customer,1.810986965,,1.810986965
E02001966,AFD-Coventry_Performances_Avg. performances booked for per customer,1.818681319,,1.818681319
E02001962,AFD-Coventry_Performances_Avg. performances booked for per customer,1.859459459,,1.859459459
E02001988,AFD-Coventry_Performances_Avg. performances booked for per customer,1.90459364,,1.90459364
E02001972,AFD-Coventry_Performances_Avg. performances booked for per customer,2.335616438,,2.335616438
E02001966,AFD-Coventry_Performances_Number of performances,331,0.57%,0.0057
E02001981,AFD-Coventry_Performances_Number of performances,542,0.94%,0.0094
E02001972,AFD-Coventry_Performances_Number of performances,682,1.18%,0.0118
E02001985,AFD-Coventry_Performances_Number of performances,683,1.18%,0.0218
E02001962,AFD-Coventry_Performances_Number of performances,688,1.19%,0.0119
E02001996,AFD-Coventry_Performances_Number of performances,722,1.25%,0.0125
E02001964,AFD-Coventry_Performances_Number of performances,750,1.29%,0.0129
E02001961,AFD-Coventry_Performances_Number of performances,821,1.42%,0.0142
E02001970,AFD-Coventry_Performances_Number of performances,857,1.48%,0.0148
E02001968,AFD-Coventry_Performances_Number of performances,932,1.61%,0.0161
E02001973,AFD-Coventry_Performances_Number of performances,959,1.65%,0.0165
E02006805,AFD-Coventry_Performances_Number of performances,984,1.70%,0.017
E02001992,AFD-Coventry_Performances_Number of performances,1038,1.79%,0.0179
E02001959,AFD-Coventry_Performances_Number of performances,1048,1.81%,0.0181
E02001969,AFD-Coventry_Performances_Number of performances,1061,1.83%,0.0183
E02001963,AFD-Coventry_Performances_Number of performances,1071,1.85%,0.0185
E02001978,AFD-Coventry_Performances_Number of performances,1079,1.86%,0.0186
E02001958,AFD-Coventry_Performances_Number of performances,1099,1.90%,0.019
E02001965,AFD-Coventry_Performances_Number of performances,1120,1.93%,0.0193
E02001975,AFD-Coventry_Performances_Number of performances,1177,2.03%,0.0203
E02001976,AFD-Coventry_Performances_Number of performances,1180,2.04%,0.0204
E02001977,AFD-Coventry_Performances_Number of performances,1188,2.05%,0.0205
E02001995,AFD-Coventry_Performances_Number of performances,1324,2.28%,0.0228
E02001971,AFD-Coventry_Performances_Number of performances,1382,2.38%,0.0238
E02001986,AFD-Coventry_Performances_Number of performances,1389,2.40%,0.024
E02001990,AFD-Coventry_Performances_Number of performances,1507,2.60%,0.026
E02001989,AFD-Coventry_Performances_Number of performances,1516,2.62%,0.0262
E02001979,AFD-Coventry_Performances_Number of performances,1616,2.79%,0.0279
E02001988,AFD-Coventry_Performances_Number of performances,1617,2.79%,0.0379
E02001982,AFD-Coventry_Performances_Number of performances,1708,2.95%,0.0295
E02001984,AFD-Coventry_Performances_Number of performances,1800,3.11%,0.0311
E02001980,AFD-Coventry_Performances_Number of performances,1811,3.12%,0.0312
E02001967,AFD-Coventry_Performances_Number of performances,1870,3.23%,0.0323
E02001994,AFD-Coventry_Performances_Number of performances,1887,3.26%,0.0326
E02001998,AFD-Coventry_Performances_Number of performances,1945,3.36%,0.0336
E02001974,AFD-Coventry_Performances_Number of performances,1971,3.40%,0.034
E02001987,AFD-Coventry_Performances_Number of performances,2116,3.65%,0.0365
E02001997,AFD-Coventry_Performances_Number of performances,2136,3.69%,0.0369
E02001983,AFD-Coventry_Performances_Number of performances,2142,3.70%,0.037
E02001993,AFD-Coventry_Performances_Number of performances,2298,3.96%,0.0396
E02001999,AFD-Coventry_Performances_Number of performances,2529,4.36%,0.0436
E02001991,AFD-Coventry_Performances_Number of performances,3384,5.84%,0.0584
E02001966,AFD-Coventry_Tickets Issued,1143,0.35%,0.0035
E02001981,AFD-Coventry_Tickets Issued,1951,0.60%,0.006
E02001972,AFD-Coventry_Tickets Issued,1964,0.61%,0.0061
E02001985,AFD-Coventry_Tickets Issued,2331,0.72%,0.0072
E02001962,AFD-Coventry_Tickets Issued,2670,0.83%,0.0083
E02001964,AFD-Coventry_Tickets Issued,3147,0.97%,0.0097
E02001961,AFD-Coventry_Tickets Issued,3858,1.19%,0.0119
E02001996,AFD-Coventry_Tickets Issued,4076,1.26%,0.0126
E02001970,AFD-Coventry_Tickets Issued,4130,1.28%,0.0128
E02001973,AFD-Coventry_Tickets Issued,4487,1.39%,0.0139
E02001968,AFD-Coventry_Tickets Issued,4633,1.43%,0.0143
E02006805,AFD-Coventry_Tickets Issued,4689,1.45%,0.0145
E02001977,AFD-Coventry_Tickets Issued,5093,1.58%,0.0158
E02001969,AFD-Coventry_Tickets Issued,5326,1.65%,0.0165
E02001978,AFD-Coventry_Tickets Issued,5477,1.70%,0.017
E02001959,AFD-Coventry_Tickets Issued,5483,1.70%,0.027
E02001958,AFD-Coventry_Tickets Issued,5535,1.71%,0.0171
E02001992,AFD-Coventry_Tickets Issued,5923,1.83%,0.0183
E02001988,AFD-Coventry_Tickets Issued,5935,1.84%,0.0184
E02001976,AFD-Coventry_Tickets Issued,6065,1.88%,0.0188
E02001995,AFD-Coventry_Tickets Issued,6482,2.01%,0.0201
E02001986,AFD-Coventry_Tickets Issued,6709,2.08%,0.0208
E02001965,AFD-Coventry_Tickets Issued,7078,2.19%,0.0219
E02001963,AFD-Coventry_Tickets Issued,7115,2.20%,0.022
E02001989,AFD-Coventry_Tickets Issued,7390,2.29%,0.0229
E02001975,AFD-Coventry_Tickets Issued,8049,2.49%,0.0249
E02001971,AFD-Coventry_Tickets Issued,8345,2.58%,0.0258
E02001979,AFD-Coventry_Tickets Issued,8938,2.77%,0.0277
E02001987,AFD-Coventry_Tickets Issued,9650,2.99%,0.0299
E02001984,AFD-Coventry_Tickets Issued,10337,3.20%,0.032
E02001980,AFD-Coventry_Tickets Issued,10589,3.28%,0.0328
E02001998,AFD-Coventry_Tickets Issued,10677,3.31%,0.0331
E02001994,AFD-Coventry_Tickets Issued,10934,3.39%,0.0339
E02001993,AFD-Coventry_Tickets Issued,11047,3.42%,0.0342
E02001982,AFD-Coventry_Tickets Issued,11364,3.52%,0.0352
E02001983,AFD-Coventry_Tickets Issued,11730,3.63%,0.0363
E02001990,AFD-Coventry_Tickets Issued,11837,3.67%,0.0367
E02001967,AFD-Coventry_Tickets Issued,12354,3.83%,0.0383
E02001999,AFD-Coventry_Tickets Issued,13200,4.09%,0.0409
E02001997,AFD-Coventry_Tickets Issued,15274,4.73%,0.0473
E02001974,AFD-Coventry_Tickets Issued,15699,4.86%,0.0486
E02001991,AFD-Coventry_Tickets Issued,24177,7.49%,0.0749
E02001987,AFD-Coventry_Yield_Average yield per ticket,14.124,,14.124
E02001999,AFD-Coventry_Yield_Average yield per ticket,14.1777,,14.1777
E02001993,AFD-Coventry_Yield_Average yield per ticket,15.2962,,15.2962
E02001991,AFD-Coventry_Yield_Average yield per ticket,15.3582,,15.3582
E02001988,AFD-Coventry_Yield_Average yield per ticket,15.6505,,15.6505
E02001981,AFD-Coventry_Yield_Average yield per ticket,15.9431,,15.9431
E02001972,AFD-Coventry_Yield_Average yield per ticket,16.0172,,16.0172
E02001977,AFD-Coventry_Yield_Average yield per ticket,16.847,,16.847
E02001966,AFD-Coventry_Yield_Average yield per ticket,16.8906,,16.8906
E02001989,AFD-Coventry_Yield_Average yield per ticket,16.9703,,16.9703
E02001985,AFD-Coventry_Yield_Average yield per ticket,17.0396,,17.0396
E02001998,AFD-Coventry_Yield_Average yield per ticket,17.0785,,17.0785
E02001962,AFD-Coventry_Yield_Average yield per ticket,17.0976,,17.0976
E02001996,AFD-Coventry_Yield_Average yield per ticket,17.1505,,17.1505
E02001994,AFD-Coventry_Yield_Average yield per ticket,17.2376,,17.2376
E02001997,AFD-Coventry_Yield_Average yield per ticket,17.3974,,17.3974
E02001983,AFD-Coventry_Yield_Average yield per ticket,17.4045,,17.4045
E02001984,AFD-Coventry_Yield_Average yield per ticket,17.409,,17.409
E02001969,AFD-Coventry_Yield_Average yield per ticket,17.5161,,17.5161
E02001973,AFD-Coventry_Yield_Average yield per ticket,17.5856,,17.5856
E02001968,AFD-Coventry_Yield_Average yield per ticket,17.7362,,17.7362
E02001974,AFD-Coventry_Yield_Average yield per ticket,17.8335,,17.8335
E02006805,AFD-Coventry_Yield_Average yield per ticket,17.8469,,17.8469
E02001986,AFD-Coventry_Yield_Average yield per ticket,17.8758,,17.8758
E02001958,AFD-Coventry_Yield_Average yield per ticket,17.8839,,17.8839
E02001967,AFD-Coventry_Yield_Average yield per ticket,17.9571,,17.9571
E02001979,AFD-Coventry_Yield_Average yield per ticket,18.0265,,18.0265
E02001980,AFD-Coventry_Yield_Average yield per ticket,18.0432,,18.0432
E02001976,AFD-Coventry_Yield_Average yield per ticket,18.0785,,18.0785
E02001971,AFD-Coventry_Yield_Average yield per ticket,18.1762,,18.1762
E02001982,AFD-Coventry_Yield_Average yield per ticket,18.2106,,18.2106
E02001964,AFD-Coventry_Yield_Average yield per ticket,18.3729,,18.3729
E02001995,AFD-Coventry_Yield_Average yield per ticket,18.3883,,18.3883
E02001975,AFD-Coventry_Yield_Average yield per ticket,18.407,,18.407
E02001990,AFD-Coventry_Yield_Average yield per ticket,18.6857,,18.6857
E02001992,AFD-Coventry_Yield_Average yield per ticket,18.8564,,18.8564
E02001978,AFD-Coventry_Yield_Average yield per ticket,18.8954,,18.8954
E02001970,AFD-Coventry_Yield_Average yield per ticket,18.974,,18.974
E02001965,AFD-Coventry_Yield_Average yield per ticket,19.129,,19.129
E02001961,AFD-Coventry_Yield_Average yield per ticket,19.1581,,19.1581
E02001963,AFD-Coventry_Yield_Average yield per ticket,19.2649,,19.2649
E02001959,AFD-Coventry_Yield_Average yield per ticket,19.3239,,19.3239
E02001958,Agree They Can Get Involved With The Community,0.328571429,32.86%,0.3286
E02001978,Agree They Can Get Involved With The Community,0.352941176,35.29%,0.3529
E02001981,Agree They Can Get Involved With The Community,0.363636364,36.36%,0.3636
E02006805,Agree They Can Get Involved With The Community,0.369863014,36.99%,0.3699
E02001992,Agree They Can Get Involved With The Community,0.375,37.50%,0.375
E02001996,Agree They Can Get Involved With The Community,0.379746835,37.97%,0.3797
E02001982,Agree They Can Get Involved With The Community,0.391304348,39.13%,0.3913
E02001995,Agree They Can Get Involved With The Community,0.397058824,39.71%,0.3971
E02001988,Agree They Can Get Involved With The Community,0.401960784,40.20%,0.402
E02001977,Agree They Can Get Involved With The Community,0.417322835,41.73%,0.4173
E02001968,Agree They Can Get Involved With The Community,0.423728814,42.37%,0.4237
E02001973,Agree They Can Get Involved With The Community,0.428571429,42.86%,0.4286
E02001994,Agree They Can Get Involved With The Community,0.454545455,45.45%,0.4545
E02001986,Agree They Can Get Involved With The Community,0.455882353,45.59%,0.4559
E02001961,Agree They Can Get Involved With The Community,0.476190476,47.62%,0.4762
E02001969,Agree They Can Get Involved With The Community,0.476923077,47.69%,0.4769
E02001989,Agree They Can Get Involved With The Community,0.482142857,48.21%,0.4821
E02001980,Agree They Can Get Involved With The Community,0.508196721,50.82%,0.5082
E02001972,Agree They Can Get Involved With The Community,0.512195122,51.22%,0.5122
E02001970,Agree They Can Get Involved With The Community,0.533333333,53.33%,0.5333
E02001999,Agree They Can Get Involved With The Community,0.534883721,53.49%,0.5349
E02001983,Agree They Can Get Involved With The Community,0.536585366,53.66%,0.5366
E02001966,Agree They Can Get Involved With The Community,0.542372881,54.24%,0.5424
E02001959,Agree They Can Get Involved With The Community,0.545454545,54.55%,0.5455
E02001987,Agree They Can Get Involved With The Community,0.55,55.00%,0.55
E02001990,Agree They Can Get Involved With The Community,0.551020408,55.10%,0.551
E02001965,Agree They Can Get Involved With The Community,0.551282051,55.13%,0.5513
E02001985,Agree They Can Get Involved With The Community,0.555555556,55.56%,0.5556
E02001962,Agree They Can Get Involved With The Community,0.578947368,57.89%,0.5789
