GeographyID,GeographyName,GeographyDescription,GeographyType,FamilyHub,PCD,OA11,LSOA11,MSOA,Ward,LTLA18CD,UTLA18CD,LAUA,CAUTH,REGION,CTRY,LAT,LONG,WestMidlandsPolice,WestMidlandsPoliceImpactAreas,PrimaryCareNetwork,CCG18CD
G82011,Sunlight Centre Surgery,,GP,,,,,,,,,,,,,,,,,,
G82013,Amherst Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82014,Woodlands Family Practice,,GP,,,,,,,,,,,,,,,,,,
G82015,Pencester Surgery,,GP,,,,,,,,,,,,,,,,,,
G82016,Kingswood Surgery,,GP,,,,,,,,,,,,,,,,,,
G82017,Albion Place Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82018,Sun Lane,,GP,,,,,,,,,,,,,,,,,,
G82019,Edenbridge Med Practice,,GP,,,,,,,,,,,,,,,,,,
G82020,The Grange Practice,,GP,,,,,,,,,,,,,,,,,,
G82021,The Shrubbery Surgery,,GP,,,,,,,,,,,,,,,,,,
G82022,Speldhurst & Greggswood Medical Group,,GP,,,,,,,,,,,,,,,,,,
G82023,Sheerness Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82024,Stockett Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
G82025,Clanricarde Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82026,Grovehurst Surgery,,GP,,,,,,,,,,,,,,,,,,
G82027,Faversham Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82028,The Cedars Surgery,,GP,,,,,,,,,,,,,,,,,,
G82031,Bower Mount Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82032,Pelham Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82035,The Chestnuts Surgery,,GP,,,,,,,,,,,,,,,,,,
G82036,Balmoral Surgery,,GP,,,,,,,,,,,,,,,,,,
G82037,Hildenborough Medical Group,,GP,,,,,,,,,,,,,,,,,,
G82038,St Richards Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82039,Newton Place Surgery,,GP,,,,,,,,,,,,,,,,,,
G82041,Grosvenor & St James Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82042,Tonbridge Medical Group,,GP,,,,,,,,,,,,,,,,,,
G82044,The Gateway Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82046,Summerhill Surgery,,GP,,,,,,,,,,,,,,,,,,
G82048,Horsman's Place Surgery,,GP,,,,,,,,,,,,,,,,,,
G82049,Hollington Surgery,,GP,,,,,,,,,,,,,,,,,,
G82050,Sydenham House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82051,City Way Surgery,,GP,,,,,,,,,,,,,,,,,,
G82052,The Limes Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82053,Woodchurch Surgery,,GP,,,,,,,,,,,,,,,,,,
G82055,North Ridge Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82056,The Orchard Practice,,GP,,,,,,,,,,,,,,,,,,
G82057,St Georges Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82058,Aylesford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82059,Warders Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82060,Northgate Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82062,Parrock Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G82063,Market Place Surgery,,GP,,,,,,,,,,,,,,,,,,
G82064,Dashwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82065,Dr Sinha Gc,,GP,,,,,,,,,,,,,,,,,,
G82066,Northdown Surgery,,GP,,,,,,,,,,,,,,,,,,
G82067,Old Road West Surgery,,GP,,,,,,,,,,,,,,,,,,
G82069,White House Surgery,,GP,,,,,,,,,,,,,,,,,,
G82071,Whitstable Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82072,Orchard House,,GP,,,,,,,,,,,,,,,,,,
G82073,Meopham Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82074,Bearsted,,GP,,,,,,,,,,,,,,,,,,
G82076,Mote,,GP,,,,,,,,,,,,,,,,,,
G82077,The Elms Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82079,Westgate Surgery,,GP,,,,,,,,,,,,,,,,,,
G82080,Willesborough Health Ctr.,,GP,,,,,,,,,,,,,,,,,,
G82082,Sturry Surgery,,GP,,,,,,,,,,,,,,,,,,
G82083,Thornhills Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82085,Snodland Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82086,The New Surgery,,GP,,,,,,,,,,,,,,,,,,
G82087,New Hayesbank Surgery,,GP,,,,,,,,,,,,,,,,,,
G82088,Devon Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82089,Brewer Street,,GP,,,,,,,,,,,,,,,,,,
G82090,St Annes Group Practice,,GP,,,,,,,,,,,,,,,,,,
G82091,Guildhall Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G82092,Westerham Practice,,GP,,,,,,,,,,,,,,,,,,
G82093,Len Valley Practice,,GP,,,,,,,,,,,,,,,,,,
G82094,Charing Surgery,,GP,,,,,,,,,,,,,,,,,,
G82095,Thorndike Surgery,,GP,,,,,,,,,,,,,,,,,,
G82096,The Forge Surgery,,GP,,,,,,,,,,,,,,,,,,
G82097,Jubilee Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82098,Blackthorn,,GP,,,,,,,,,,,,,,,,,,
G82099,The College Practice,,GP,,,,,,,,,,,,,,,,,,
G82100,Highcliffe Medical Pract.,,GP,,,,,,,,,,,,,,,,,,
G82103,Abbey Court,,GP,,,,,,,,,,,,,,,,,,
G82104,Allington Clinic,,GP,,,,,,,,,,,,,,,,,,
G82105,Bethesda Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82106,Riverside Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82107,Minster Surgery,,GP,,,,,,,,,,,,,,,,,,
G82108,King George Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82109,The Railside Surgery,,GP,,,,,,,,,,,,,,,,,,
G82110,Town Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82111,The Cedars Surgery,,GP,,,,,,,,,,,,,,,,,,
G82112,Headcorn Surgery,,GP,,,,,,,,,,,,,,,,,,
G82113,Stonecross and West Drive Surgery,,GP,,,,,,,,,,,,,,,,,,
G82114,Ivy Court Surgery,,GP,,,,,,,,,,,,,,,,,,
G82115,New Dover Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82117,High Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G82118,Woodlands Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82119,Park Surgery,,GP,,,,,,,,,,,,,,,,,,
G82120,Borough Green Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82121,Sandgate Road,,GP,,,,,,,,,,,,,,,,,,
G82122,Swanscombe Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82123,Balmoral Gardens,,GP,,,,,,,,,,,,,,,,,,
G82125,Otford Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82126,East Cliff Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82128,Peter Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G82129,The Glebe Family Practice,,GP,,,,,,,,,,,,,,,,,,
G82133,St.Mary's Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82135,West Malling Group Practice,,GP,,,,,,,,,,,,,,,,,,
G82137,St andrews Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82138,Ash Surgery,,GP,,,,,,,,,,,,,,,,,,
G82139,Maidstone Rd Chatham Surgery,,GP,,,,,,,,,,,,,,,,,,
G82140,University Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82141,Yalding,,GP,,,,,,,,,,,,,,,,,,
G82142,Wye Surgery,,GP,,,,,,,,,,,,,,,,,,
G82143,Lowfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82147,Oak Hall,,GP,,,,,,,,,,,,,,,,,,
G82148,The Butchery Surgery,,GP,,,,,,,,,,,,,,,,,,
G82150,Newington Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82152,Rusthall Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82154,Thames Ave Surgery,,GP,,,,,,,,,,,,,,,,,,
G82155,Waterfield House Surgery,,GP,,,,,,,,,,,,,,,,,,
G82158,Howell Surgery,,GP,,,,,,,,,,,,,,,,,,
G82160,Oaklands Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82161,Reach Healthcare,,GP,,,,,,,,,,,,,,,,,,
G82162,Orchard Family Practice,,GP,,,,,,,,,,,,,,,,,,
G82164,The Vine Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82165,Hawkinge and Elham,,GP,,,,,,,,,,,,,,,,,,
G82170,Lamberhurst,,GP,,,,,,,,,,,,,,,,,,
G82175,Dr H Beerstecher Practice,,GP,,,,,,,,,,,,,,,,,,
G82180,Maidstone Rd Rainham Surgery,,GP,,,,,,,,,,,,,,,,,,
G82184,Waltham Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82185,Dartford West Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82186,Hamstreet Surgery,,GP,,,,,,,,,,,,,,,,,,
G82198,Gun Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82200,Wateringbury,,GP,,,,,,,,,,,,,,,,,,
G82203,Court View Surgery,,GP,,,,,,,,,,,,,,,,,,
G82204,William Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G82205,St John's Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82206,Joydens Wood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82211,Aylesham Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82212,Pilgrims Way Surgery,,GP,,,,,,,,,,,,,,,,,,
G82215,Marden Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82217,Central,,GP,,,,,,,,,,,,,,,,,,
G82218,Braeside Surgery,,GP,,,,,,,,,,,,,,,,,,
G82219,St Peter's Surgery,,GP,,,,,,,,,,,,,,,,,,
G82221,Elmdene Surgery,,GP,,,,,,,,,,,,,,,,,,
G82224,Old Parsonage Surgery,,GP,,,,,,,,,,,,,,,,,,
G82225,The Oaks Partnership,,GP,,,,,,,,,,,,,,,,,,
G82226,Wigmore Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82227,Lydden Surgery,,GP,,,,,,,,,,,,,,,,,,
G82228,Canterbury Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82229,Sutton Valence,,GP,,,,,,,,,,,,,,,,,,
G82231,London Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82232,Manor Clinic,,GP,,,,,,,,,,,,,,,,,,
G82233,St.Werburgh Med.Practice,,GP,,,,,,,,,,,,,,,,,,
G82234,Phoenix Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82235,Old School,,GP,,,,,,,,,,,,,,,,,,
G82600,Eastcourt Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
G82604,Northumberland Court,,GP,,,,,,,,,,,,,,,,,,
G82605,The Crane,,GP,,,,,,,,,,,,,,,,,,
G82622,The Surgery Railway Street,,GP,,,,,,,,,,,,,,,,,,
G82631,Bryant Street Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82634,The Meads Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82635,Pump Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
G82639,Maple Practice,,GP,,,,,,,,,,,,,,,,,,
G82641,Wallis Avenue,,GP,,,,,,,,,,,,,,,,,,
G82647,Temple Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
G82648,Rochester Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82650,Mocketts Wood Surgery,,GP,,,,,,,,,,,,,,,,,,
G82652,Church Road,,GP,,,,,,,,,,,,,,,,,,
G82653,Castle Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82658,Sellindge Surgery,,GP,,,,,,,,,,,,,,,,,,
G82662,Pencester Health,,GP,,,,,,,,,,,,,,,,,,
G82665,Martello Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82666,Birchington Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82671,Iwade Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82679,Apex Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82681,Malling Health Four,,GP,,,,,,,,,,,,,,,,,,
G82682,The Om Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82684,New Lyminge Surgery,,GP,,,,,,,,,,,,,,,,,,
G82686,Minster Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82687,Dr S J Witts Practice,,GP,,,,,,,,,,,,,,,,,,
G82688,Singleton Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82690,Lower Higham Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82691,Langley,,GP,,,,,,,,,,,,,,,,,,
G82693,Memorial Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82696,Manor Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82697,The Churchill Clinic,,GP,,,,,,,,,,,,,,,,,,
G82698,Dr Rb Kumar Practice,,GP,,,,,,,,,,,,,,,,,,
G82700,Buckland Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82702,Milton Regis Surgery,,GP,,,,,,,,,,,,,,,,,,
G82704,The Church View Practice,,GP,,,,,,,,,,,,,,,,,,
G82706,Brompton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82708,Marlowe Park Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
G82711,Borstal Village Surgery,,GP,,,,,,,,,,,,,,,,,,
G82719,Matrix Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82721,Parkwood Family Practice,,GP,,,,,,,,,,,,,,,,,,
G82722,Hextable Surgery,,GP,,,,,,,,,,,,,,,,,,
G82726,Saddleton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82727,Malling Health Blue Suite,,GP,,,,,,,,,,,,,,,,,,
G82729,White Cliffs Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82730,Kingsnorth Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82732,Wish Valley Surgery,,GP,,,,,,,,,,,,,,,,,,
G82733,Orchard End,,GP,,,,,,,,,,,,,,,,,,
G82735,South Ashford Medics,,GP,,,,,,,,,,,,,,,,,,
G82737,Long Catlis Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82741,Princes Park Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
G82744,The Halfway Surgery,,GP,,,,,,,,,,,,,,,,,,
G82751,The Orchard Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82753,The Kings Family Practice,,GP,,,,,,,,,,,,,,,,,,
G82754,Hadlow Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82757,Lake Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82760,Park Farm,,GP,,,,,,,,,,,,,,,,,,
G82762,Upper Canterbury St Surgery,,GP,,,,,,,,,,,,,,,,,,
G82763,Napier Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82768,Lonsdale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82775,Malvern Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82777,Cobtree,,GP,,,,,,,,,,,,,,,,,,
G82780,Gravesend Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G82790,Old School Surgery,,GP,,,,,,,,,,,,,,,,,,
G82791,Dr S Chandran Practice,,GP,,,,,,,,,,,,,,,,,,
G82793,Allington Park,,GP,,,,,,,,,,,,,,,,,,
G82796,Broadstairs Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82799,Sheppey Healthy Living Centre,,GP,,,,,,,,,,,,,,,,,,
G82802,Canterbury Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82808,"Oakfield Health Centre, Practice 2",,GP,,,,,,,,,,,,,,,,,,
G82809,Downs Way Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G82820,Wayfield Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G82888,South Park Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G83001,Manor Brook Pms,,GP,,,,,,,,,,,,,,,,,,
G83002,The Westwood Surgery,,GP,,,,,,,,,,,,,,,,,,
G83003,Coldharbour Hill Pms,,GP,,,,,,,,,,,,,,,,,,
G83004,Barnard Medical Group,,GP,,,,,,,,,,,,,,,,,,
G83005,Cairngall Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G83006,The Albion Surgery,,GP,,,,,,,,,,,,,,,,,,
G83009,Bellegrove Surgery,,GP,,,,,,,,,,,,,,,,,,
G83010,Northumberland Heath Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
G83012,Gallions Reach Health Centre,,GP,,,,,,,,,,,,,,,,,,
G83013,Blackheath Standard Pms,,GP,,,,,,,,,,,,,,,,,,
G83015,Eltham Palace Pms,,GP,,,,,,,,,,,,,,,,,,
G83016,Royal Arsenal Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83018,Lakeside Medical,,GP,,,,,,,,,,,,,,,,,,
G83019,Plumstead H/C Pms,,GP,,,,,,,,,,,,,,,,,,
G83021,Vanbrugh Group Practice,,GP,,,,,,,,,,,,,,,,,,
G83022,Dr V Sandrasagra's Practice,,GP,,,,,,,,,,,,,,,,,,
G83024,Ingleton Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
G83025,Welling Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G83026,Triveni Pms,,GP,,,,,,,,,,,,,,,,,,
G83027,Sherard Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83028,Bexley Group Practice,,GP,,,,,,,,,,,,,,,,,,
G83029,Plas Meddyg Surgery,,GP,,,,,,,,,,,,,,,,,,
G83030,All Saints Medical Centre Pms,,GP,,,,,,,,,,,,,,,,,,
G83031,Abbey Wood Surgery,,GP,,,,,,,,,,,,,,,,,,
G83033,Dr Thavapalan and Partners,,GP,,,,,,,,,,,,,,,,,,
G83034,Eltham Park Surgery,,GP,,,,,,,,,,,,,,,,,,
G83037,Bulbanks Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83039,St Marks Pms,,GP,,,,,,,,,,,,,,,,,,
G83043,The Parkside,,GP,,,,,,,,,,,,,,,,,,
G83044,Fairfield Pms,,GP,,,,,,,,,,,,,,,,,,
G83046,Bursted Wood Surgery,,GP,,,,,,,,,,,,,,,,,,
G83047,Station Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G83049,Lyndhurst Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83052,Belvedere Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83053,Bexley Medical Group,,GP,,,,,,,,,,,,,,,,,,
G83057,Woodlands Surgery,,GP,,,,,,,,,,,,,,,,,,
G83058,Primecare Pms (South Street),,GP,,,,,,,,,,,,,,,,,,
G83060,Glyndon Pms,,GP,,,,,,,,,,,,,,,,,,
G83061,Crook Log Surgery,,GP,,,,,,,,,,,,,,,,,,
G83062,Slade Green Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
G83064,Thanet Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G83065,Burney Street Pms,,GP,,,,,,,,,,,,,,,,,,
G83066,Sidcup Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83067,Valentine Health Partnership,,GP,,,,,,,,,,,,,,,,,,
G83628,New Eltham and Blackfen Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83630,Riverside Surgery,,GP,,,,,,,,,,,,,,,,,,
G83631,Abbeyslade Pms (Dr Chand),,GP,,,,,,,,,,,,,,,,,,
G83633,Conway Pms,,GP,,,,,,,,,,,,,,,,,,
G83635,Waverley Pms,,GP,,,,,,,,,,,,,,,,,,
G83641,Plumbridge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G83642,Crayford Town Surgery,,GP,,,,,,,,,,,,,,,,,,
G83647,Mostafa Pms,,GP,,,,,,,,,,,,,,,,,,
G83651,Woodlands Surgery,,GP,,,,,,,,,,,,,,,,,,
G83654,Bannockburn Surgery,,GP,,,,,,,,,,,,,,,,,,
G83663,Briset Corner Surgery,,GP,,,,,,,,,,,,,,,,,,
G83672,Mill Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G83673,Primecare Pms (Coldharbour),,GP,,,,,,,,,,,,,,,,,,
G83680,Eltham Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G84001,South View Partnership,,GP,,,,,,,,,,,,,,,,,,
G84002,Dysart Surgery,,GP,,,,,,,,,,,,,,,,,,
G84003,Links Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G84004,Stock Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
G84005,Derry Downs Surgery,,GP,,,,,,,,,,,,,,,,,,
G84006,Summercroft Surgery,,GP,,,,,,,,,,,,,,,,,,
G84007,Poverest Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G84008,Manor Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G84009,Family Surgery,,GP,,,,,,,,,,,,,,,,,,
G84010,Chislehurst Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G84011,Eden Park Surgery,,GP,,,,,,,,,,,,,,,,,,
G84013,St Mary Cray Practice,,GP,,,,,,,,,,,,,,,,,,
G84015,Station Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G84016,London Lane Clinic,,GP,,,,,,,,,,,,,,,,,,
G84017,Addington Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G84018,Cornerways Surgery,,GP,,,,,,,,,,,,,,,,,,
G84019,Broomwood Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G84020,Chelsfield Surgery,,GP,,,,,,,,,,,,,,,,,,
G84021,Charterhouse Surgery,,GP,,,,,,,,,,,,,,,,,,
G84022,Trinity Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G84023,Southborough Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
G84024,Bromley Common Practice,,GP,,,,,,,,,,,,,,,,,,
G84025,The Park Practice,,GP,,,,,,,,,,,,,,,,,,
G84027,Elm House Surgery,,GP,,,,,,,,,,,,,,,,,,
G84028,St James' Practice,,GP,,,,,,,,,,,,,,,,,,
G84029,Robin Hood Surgery,,GP,,,,,,,,,,,,,,,,,,
G84030,Forge Close Surgery,,GP,,,,,,,,,,,,,,,,,,
G84032,Knoll Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G84033,Pickhurst Surgery,,GP,,,,,,,,,,,,,,,,,,
G84035,Tudor Way Surgery,,GP,,,,,,,,,,,,,,,,,,
G84039,Norheads Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
G84040,Ballater Surgery,,GP,,,,,,,,,,,,,,,,,,
G84041,Gillmans Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G84604,Highland Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G84607,Wickham Park Surgery,,GP,,,,,,,,,,,,,,,,,,
G84609,Bank House Surgery,,GP,,,,,,,,,,,,,,,,,,
G84621,Whitehouse Surgery,,GP,,,,,,,,,,,,,,,,,,
G84624,Anerley Surgery,,GP,,,,,,,,,,,,,,,,,,
G84625,Oakfield Surgery,,GP,,,,,,,,,,,,,,,,,,
G84627,Green Street Green Med Ct,,GP,,,,,,,,,,,,,,,,,,
G84628,Cross Hall Surgery,,GP,,,,,,,,,,,,,,,,,,
G84629,Sundridge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G84630,Crescent Surgery,,GP,,,,,,,,,,,,,,,,,,
G85001,Forest Hill Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85002,Streatham High Practice,,GP,,,,,,,,,,,,,,,,,,
G85003,Belmont Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
G85004,The Jenner Practice,,GP,,,,,,,,,,,,,,,,,,
G85005,South Lewisham Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85006,The Acorn & Gaumont House Surgery,,GP,,,,,,,,,,,,,,,,,,
G85008,Dr S Shri-Krishnapalasuriyar's Practice,,GP,,,,,,,,,,,,,,,,,,
G85010,Dr Sheila Santamaria,,GP,,,,,,,,,,,,,,,,,,
G85011,Clapham Family Practice,,GP,,,,,,,,,,,,,,,,,,
G85013,Dr Rs Durston's Practice,,GP,,,,,,,,,,,,,,,,,,
G85014,Streatham Common Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85015,The Qrp Surgery,,GP,,,,,,,,,,,,,,,,,,
G85016,Herne Hill Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85019,Trafalgar Surgery,,GP,,,,,,,,,,,,,,,,,,
G85020,Kingfisher Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85021,Dr. Masterton's Surgery,,GP,,,,,,,,,,,,,,,,,,
G85022,Crown Dale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85023,Lewisham Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85024,Sydenham Green Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85025,Brixton Hill Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85026,Clifton Rise Family Practice,,GP,,,,,,,,,,,,,,,,,,
G85027,Burnt Ash Surgery,,GP,,,,,,,,,,,,,,,,,,
G85028,Stockwell Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85029,Falmouth Road Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85030,Concordia Parkside,,GP,,,,,,,,,,,,,,,,,,
G85031,Dmc Chadwick Road,,GP,,,,,,,,,,,,,,,,,,
G85032,Torridon Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G85034,Nexus Health Group,,GP,,,,,,,,,,,,,,,,,,
G85035,Morden Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
G85036,Baring Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85038,St Johns Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85039,Paxton Green Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85040,Queens Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G85041,Palace Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G85042,St Giles Surgery,,GP,,,,,,,,,,,,,,,,,,
G85044,Valley Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G85045,Hetherington Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85046,Lee Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G85047,Knights Hill Surgery Suite 1,,GP,,,,,,,,,,,,,,,,,,
G85048,The Brockley Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G85050,Sir John Kirk Close Surgery,,GP,,,,,,,,,,,,,,,,,,
G85051,Elm Lodge Surgery,,GP,,,,,,,,,,,,,,,,,,
G85052,Old Kent Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G85053,Hurley Clinic,,GP,,,,,,,,,,,,,,,,,,
G85054,Lambeth Walk Group Practice,,GP,,,,,,,,,,,,,,,,,,
G85055,Hilly Fields Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85057,Downham Family Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G85061,Woolstone Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85073,Vassall Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G85076,New Cross Centre (Hurley Group),,GP,,,,,,,,,,,,,,,,,,
G85081,Dr Pgv Morant's Practice,,GP,,,,,,,,,,,,,,,,,,
G85082,Dr Rhk Sinha's Practice,,GP,,,,,,,,,,,,,,,,,,
G85083,Sandmere Practice,,GP,,,,,,,,,,,,,,,,,,
G85084,Penrose Surgery,,GP,,,,,,,,,,,,,,,,,,
G85085,Grove Medical Centre,,GP,,,,,,,,,,,,,,,,,,
