survey,Please rate the quality of your experience:,I had a good time!,Did the event have an impact on your perception of Coventry?,This experience increases my pride in Coventry as an area.,Please indicate your gender?,What is your age bracket?,Do you identify as disabled?,Please indicate your ethnic origin and cultural background:,Ethnic Group,Sexuality
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Disagree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,null,null,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Agree,"Yes, it has improved",Agree,Female,35 - 49,No,Asian or Asian British â€“ Indian,Asian or Asian British,Prefer Not To Say
Assembly Festival Garden,Good,Agree,"Yes, it has improved",Agree,null,50 - 64,null,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,50 - 64,No,White â€“ British,White British,null
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Agree,"Yes, it has improved",Agree,Male,65 +,null,null,null,null
Assembly Festival Garden,Good,Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,Prefer Not To Say
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,null,Strongly Agree,"Yes, it has improved",Agree,Male,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
Assembly Festival Garden,Very Good,Strongly Agree,null,Strongly Agree,Female,35 - 49,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,Black or Black British â€“ Caribbean,"Black, African, Caribbean, or Black British",Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Agree,Male,50 - 64,No,White â€“ British,White British,Other
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Disagree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Any Other Mixed Background,Any other ethnic group,Heterosexual/Straight
Assembly Festival Garden,Good,Agree,"No, it is the same",Not Sure,null,null,null,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Bisexual
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,null,null,null,null,null,null,null,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,White â€“ British,White British,Bisexual
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,Other
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Agree,"Yes, it has improved",Agree,Male,50 - 64,No,White â€“ British,White British,Prefer Not To Say
Assembly Festival Garden,Good,Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Assembly Festival Garden,Very Good,Agree,"No, it is the same",Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Gay Woman/Lesbian
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,35 - 49,No,White â€“ British,White British,Prefer Not To Say
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White â€“ British,White British,null
Assembly Festival Garden,Good,null,null,null,null,null,null,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,null,50 - 64,No,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Assembly Festival Garden,Good,Strongly Agree,"Yes, it has improved",Not Sure,Non-binary,null,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,65 +,Yes,White â€“ British,White British,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Agree,"No, it is the same",Agree,Male,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,null,null,null,null,null,null,null,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"No, it is the same",Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,null,null,null
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Agree,"Yes, it has improved",Agree,Female,65 +,Yes,White â€“ British,White British,Bisexual
Assembly Festival Garden,Poor,Disagree,"No, it is the same",Strongly Disagree,Male,35 - 49,Prefer Not To Say,Prefer Not To Say,Prefer Not To Say,Prefer Not To Say
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,Gay Woman/Lesbian
Assembly Festival Garden,Very Good,Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Agree,"No, it is the same",Disagree,Male,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Not Sure,Agree,"Yes, it has improved",Agree,Male,65 +,Yes,White â€“ British,White British,Gay Man
Assembly Festival Garden,null,null,null,null,null,null,null,null,null,null
Assembly Festival Garden,Very Good,Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White â€“ British,White British,Heterosexual/Straight
Assembly Festival Garden,Good,Not Sure,"Yes, it has improved",Agree,Male,50 - 64,No,Asian or Asian British â€“ Indian,Asian or Asian British,Heterosexual/Straight
