Metric Type Identifier,Measurement Unit,Measurement Unit (Short Label),MetricTypeKey,Source,Hyperlink,Theme,Subcategory,MetricTypes_Key,Metric Type (Short Label),Metric Type
10293,Diagnosis screening per 1000 people,Diagnosis screening per 1000 people,10293-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10293,Unspecified,Unspecified,10340,Diagnosis/screening per 1000 people - 10293,Diagnosis/screening per 1000 people - 10293
10294,Supported housing,Supported housing,10294-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10294,Unspecified,Unspecified,10341,Supported housing - 10294,Supported housing count - 10294
9091,Library,Library,9091-lgip,LGInformPlus,http://id.esd.org.uk/metricType/9091,Unspecified,Unspecified,10385,Library - 9091,Library count - 9091
429,"ratio per 10,000","per 10,000",429-lgip,LGInformPlus,http://id.esd.org.uk/metricType/429,Unspecified,Unspecified,10400,"CIN at 31 March, per 10,000 - 429","Children in need as at 31 March, per 10,000 children - 429"
10307,Community services  Learning disabilities per 1000 people,Community services  Learning disabilities per 1000 people,10307-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10307,Unspecified,Unspecified,10425,Community services - Learning disabilities per 1000 people - 10307,Community services - Learning disabilities per 1000 people - 10307
10308,Community services  Mental Health,Community services  Mental Health,10308-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10308,Unspecified,Unspecified,10426,Community services - Mental Health - 10308,Community services - Mental Health count - 10308
10309,Community services  Mental Health per 1000 people,Community services  Mental Health per 1000 people,10309-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10309,Unspecified,Unspecified,10427,Community services - Mental Health per 1000 people - 10309,Community services - Mental Health per 1000 people - 10309
10310,Rehabilitation substance abuse,Rehabilitation substance abuse,10310-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10310,Unspecified,Unspecified,10428,Rehabilitation (substance abuse) - 10310,Rehabilitation (substance abuse) count - 10310
10311,Rehabilitation substance abuse per 1000 people,Rehabilitation substance abuse per 1000 people,10311-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10311,Unspecified,Unspecified,10429,Rehabilitation (substance abuse) per 1000 people - 10311,Rehabilitation (substance abuse) per 1000 people - 10311
10312,Hyperbaric chamber services,Hyperbaric chamber services,10312-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10312,Unspecified,Unspecified,10430,Hyperbaric chamber services - 10312,Hyperbaric chamber services count - 10312
10313,Hyperbaric chamber services per 1000 people,Hyperbaric chamber services per 1000 people,10313-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10313,Unspecified,Unspecified,10431,Hyperbaric chamber services per 1000 people - 10313,Hyperbaric chamber services per 1000 people - 10313
10314,Hospice,Hospice,10314-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10314,Unspecified,Unspecified,10432,Hospice - 10314,Hospice count - 10314
10315,Hospice per 1000 people,Hospice per 1000 people,10315-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10315,Unspecified,Unspecified,10433,Hospices per 1000 people - 10315,Hospices per 1000 people - 10315
10316,Community services  Healthcare,Community services  Healthcare,10316-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10316,Unspecified,Unspecified,10434,Community services - Healthcare - 10316,Community services - Healthcare count - 10316
10317,Community services  Healthcare per 1000 people,Community services  Healthcare per 1000 people,10317-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10317,Unspecified,Unspecified,10435,Community services - Healthcare per 1000 people - 10317,Community services - Healthcare per 1000 people - 10317
5647,incidents,incidents,5647-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5647,Unspecified,Unspecified,10458,Number of false fire alarms due to apparatus no attendance required - 5647,Number of false alarms due to apparatus no attendance required - quarterly - 5647
5648,incidents,incidents,5648-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5648,Unspecified,Unspecified,10459,Number of false fire alarms due to apparatus turned back - 5648,Number of false alarms due to apparatus turned back - quarterly - 5648
5654,dwellings,dwellings,5654-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5654,Unspecified,Unspecified,10465,"Social rental stock owned by PRPs per 1,000 dwellings - 5654","Rate of social rental units owned by private registered providers of social housing (PRPs) per 1,000 dwellings - 5654"
6008,"ratio per 1,000","per 1,000",6008-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6008,Unspecified,Unspecified,10515,"Households with dependent children in Temporary Accommodation per 1,000 - 6008","Households with dependent children in Temporary Accommodation per 1,000 households - 6008"
95,years,years,95-lgip,LGInformPlus,http://id.esd.org.uk/metricType/95,Unspecified,Unspecified,10537,Life expectancy at birth - male - 95,Life expectancy at birth - male - 95
96,years,years,96-lgip,LGInformPlus,http://id.esd.org.uk/metricType/96,Unspecified,Unspecified,10538,Life expectancy at birth - female - 96,Life expectancy at birth - female - 96
99,deaths per thousand live births,deaths per thousand live births,99-lgip,LGInformPlus,http://id.esd.org.uk/metricType/99,Unspecified,Unspecified,10541,"Infant mortality per 1,000 live births - 99","Infant mortality per 1,000 live births - 99"
104,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",104-lgip,LGInformPlus,http://id.esd.org.uk/metricType/104,Unspecified,Unspecified,10546,Hospital admissions for children and young people - 104,Hospital admissions caused by unintentional and deliberate injuries to children and young people - 104
80,crimes per 1000 people,crimes per 1000 people,80-lgip,LGInformPlus,http://id.esd.org.uk/metricType/80,Unspecified,Unspecified,10602,Burglary in a dwelling - annual per 1000 - 80,"Crime - Burglary dwelling (offences per 1,000 population) - annual - 80"
81,crimes per 1000 people,crimes per 1000 people,81-lgip,LGInformPlus,http://id.esd.org.uk/metricType/81,Unspecified,Unspecified,10603,Theft of a motor vehicle - annual per 1000 - 81,"Crime - Theft of a motor vehicle (offences per 1,000 population) - annual - 81"
82,crimes per 1000 people,crimes per 1000 people,82-lgip,LGInformPlus,http://id.esd.org.uk/metricType/82,Unspecified,Unspecified,10604,Theft from a vehicle - annual per 1000 - 82,"Crime - Theft from a vehicle (offences per 1,000 population) - annual - 82"
688,events per 1000 girls aged 15-17 years,events per 1000 girls aged 15-17 years,688-lgip,LGInformPlus,http://id.esd.org.uk/metricType/688,Unspecified,Unspecified,10674,"Under 18 conception rate (1,000) - 688","Conception rate per 1,000 women at ages under 18 - 688"
689,days per person,days per person,689-lgip,LGInformPlus,http://id.esd.org.uk/metricType/689,Unspecified,Unspecified,10675,Sickness absence rate - 689,Sickness absence FTE days per employee - 689
10233,minutes,minutes,10233-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10233,Unspecified,Unspecified,10841,Average time to FE college by cycle - 10233,Travel time in minutes to nearest further education college by cycle - 10233
10234,minutes,minutes,10234-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10234,Unspecified,Unspecified,10842,Average time to FE college by car - 10234,Travel time in minutes to nearest further education college by car - 10234
10235,minutes,minutes,10235-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10235,Unspecified,Unspecified,10843,Average time to GP by PT/walk - 10235,Travel time in minutes to nearest GP by PT/walk - 10235
10236,minutes,minutes,10236-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10236,Unspecified,Unspecified,10844,Average time to GP by cycle - 10236,Travel time in minutes to nearest GP by cycle - 10236
10237,minutes,minutes,10237-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10237,Unspecified,Unspecified,10845,Average time to GP by car - 10237,Travel time in minutes to nearest GP by car - 10237
10238,minutes,minutes,10238-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10238,Unspecified,Unspecified,10846,Average time to hospital by PT/walk - 10238,Travel time in minutes to nearest hospital by PT/walk - 10238
10239,minutes,minutes,10239-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10239,Unspecified,Unspecified,10847,Average time to hospital by cycle - 10239,Travel time in minutes to nearest hospital by cycle - 10239
10240,minutes,minutes,10240-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10240,Unspecified,Unspecified,10848,Average time to hospital by car - 10240,Travel time in minutes to nearest hospital by car - 10240
10241,minutes,minutes,10241-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10241,Unspecified,Unspecified,10849,Average time to food store by PT/walk - 10241,Travel time in minutes to nearest food store by PT/walk - 10241
10242,minutes,minutes,10242-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10242,Unspecified,Unspecified,10850,Average time to food store by cycle - 10242,Travel time in minutes to nearest food store by cycle - 10242
10243,minutes,minutes,10243-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10243,Unspecified,Unspecified,10851,Average time to food store by car - 10243,Travel time in minutes to nearest food store by car - 10243
10244,minutes,minutes,10244-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10244,Unspecified,Unspecified,10852,Average time to town centre by PT/walk - 10244,Travel time in minutes to nearest town centre by PT/walk - 10244
5512,local unit,local unit,5512-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5512,Unspecified,Unspecified,10861,Number of local units - 5512,Number of local units - 5512
5513,local unit,local unit,5513-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5513,Unspecified,Unspecified,10862,Micro local units (0 to 9) - 5513,"Number of micro local units, employing 0-9 people - 5513"
5514,local unit,local unit,5514-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5514,Unspecified,Unspecified,10863,Small local units (10 to 49) - 5514,"Number of small local units, employing 10-49 people - 5514"
5515,local unit,local unit,5515-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5515,Unspecified,Unspecified,10864,Medium-sized local units (50 to 249) - 5515,"Number of medium-sized local units, employing 50-249 people - 5515"
5516,local unit,local unit,5516-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5516,Unspecified,Unspecified,10865,Large local units (250+) - 5516,"Number of large local units, employing 250+ people - 5516"
6625,incidents,incidents,6625-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6625,Unspecified,Unspecified,10866,Fly-tipping incidents on footpaths / bridleways - 6625,Fly-tipping incidents on footpaths / bridleways - 6625
6626,incidents,incidents,6626-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6626,Unspecified,Unspecified,10867,Fly-tipping incidents on back alleyways - 6626,Fly-tipping incidents on back alleyways - 6626
6627,incidents,incidents,6627-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6627,Unspecified,Unspecified,10868,Fly-tipping incidents on railways - 6627,Fly-tipping incidents on railways - 6627
6628,incidents,incidents,6628-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6628,Unspecified,Unspecified,10869,Fly-tipping incidents on council land - 6628,Fly-tipping incidents on council land - 6628
6629,incidents,incidents,6629-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6629,Unspecified,Unspecified,10870,Fly-tipping incidents on agricultural land - 6629,Fly-tipping incidents on agricultural land - 6629
6630,incidents,incidents,6630-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6630,Unspecified,Unspecified,10871,Fly-tipping incidents on private / residential land - 6630,Fly-tipping incidents on private / residential land - 6630
6631,incidents,incidents,6631-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6631,Unspecified,Unspecified,10872,Fly-tipping incidents on commercial / industrial land - 6631,Fly-tipping incidents on commercial / industrial land - 6631
6632,incidents,incidents,6632-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6632,Unspecified,Unspecified,10873,Fly-tipping incidents on watercourses / banks - 6632,Fly-tipping incidents on watercourses / banks - 6632
6633,incidents,incidents,6633-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6633,Unspecified,Unspecified,10874,Fly-tipping incidents on other (unidentified) land - 6633,Fly-tipping incidents on other (unidentified) land - 6633
6634,incidents,incidents,6634-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6634,Unspecified,Unspecified,10875,Animal carcass fly-tipping incidents - 6634,Animal carcass fly-tipping incidents - 6634
6635,incidents,incidents,6635-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6635,Unspecified,Unspecified,10876,Green fly-tipping incidents - 6635,Green waste fly-tipping incidents - 6635
6636,incidents,incidents,6636-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6636,Unspecified,Unspecified,10877,Vehicle parts fly-tipping incidents - 6636,Vehicle parts fly-tipping incidents - 6636
6637,incidents,incidents,6637-lgip,LGInformPlus,http://id.esd.org.uk/metricType/6637,Unspecified,Unspecified,10878,White goods fly-tipping incidents - 6637,White goods fly-tipping incidents - 6637
5209,planning decisions,planning decisions,5209-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5209,Unspecified,Unspecified,10941,Total number of other developments decisions - Annual - 5209,Total number of other decisions - other developments - Annual - 5209
5210,planning decisions,planning decisions,5210-lgip,LGInformPlus,http://id.esd.org.uk/metricType/5210,Unspecified,Unspecified,10942,Granted - other developments - Annual - 5210,Number of planning applications granted - other developments - Annual - 5210
